taxonid,family,genus,scientificname,specificepithet,infraspecificepithet,scientificnameauthorship,taxonomicstatus,taxonid_base,scientificName_base
607725,Arecaceae,Euterpe,Euterpe purpurea Engel,purpurea,NA,Engel,SINONIMO,606408,Prestoea acuminata
607092,Arecaceae,Prestoea,Prestoea alenii H.E.Moore,alenii,NA,H.E.Moore,SINONIMO,606408,Prestoea acuminata
607101,Arecaceae,Prestoea,Prestoea megalochlamys (Burret) H.E.Moore,megalochlamys,NA,(Burret) H.E.Moore,SINONIMO,606408,Prestoea acuminata
607108,Arecaceae,Prestoea,Prestoea trichoclada (Burret) Balslev & A.J.Hend.,trichoclada,NA,(Burret) Balslev & A.J.Hend.,SINONIMO,606408,Prestoea acuminata
607110,Arecaceae,Prestoea,Prestoea sabana L.H. Bailey,sabana,NA,L.H. Bailey,SINONIMO,606408,Prestoea acuminata
607111,Arecaceae,Prestoea,Prestoea gregalis L.H. Bailey,gregalis,NA,L.H. Bailey,SINONIMO,606408,Prestoea acuminata
598286,Arecaceae,Euterpe,Euterpe acuminata (Willd.) H. Wendl.,acuminata,NA,(Willd.) H. Wendl.,SINONIMO,606408,Prestoea acuminata
607570,Arecaceae,Euterpe,Euterpe andicola Brongn. ex Mart.,andicola,NA,Brongn. ex Mart.,SINONIMO,606408,Prestoea acuminata
607571,Arecaceae,Euterpe,Euterpe andina Burret,andina,NA,Burret,SINONIMO,606408,Prestoea acuminata
607572,Arecaceae,Euterpe,Euterpe antioquensis Linden,antioquensis,NA,Linden,SINONIMO,606408,Prestoea acuminata
607574,Arecaceae,Euterpe,Euterpe aphanolepis Burret,aphanolepis,NA,Burret,SINONIMO,606408,Prestoea acuminata
607587,Arecaceae,Euterpe,Euterpe brevivaginata Mart.,brevivaginata,NA,Mart.,SINONIMO,606408,Prestoea acuminata
607623,Arecaceae,Euterpe,Euterpe globosa Gaertn.,globosa,NA,Gaertn.,SINONIMO,606408,Prestoea acuminata
607625,Arecaceae,Euterpe,Euterpe haenkeana Brongn. ex Mart.,haenkeana,NA,Brongn. ex Mart.,SINONIMO,606408,Prestoea acuminata
607658,Arecaceae,Euterpe,Euterpe megalochlamys Burret,megalochlamys,NA,Burret,SINONIMO,606408,Prestoea acuminata
607660,Arecaceae,Euterpe,Euterpe microspadix Burret,microspadix,NA,Burret,SINONIMO,606408,Prestoea acuminata
607664,Arecaceae,Euterpe,Euterpe oocarpa Burret,oocarpa,NA,Burret,SINONIMO,606408,Prestoea acuminata
607739,Arecaceae,Euterpe,Euterpe trichoclada Burret,trichoclada,NA,Burret,SINONIMO,606408,Prestoea acuminata
607748,Arecaceae,Euterpe,Euterpe zephyria Dugand,zephyria,NA,Dugand,SINONIMO,606408,Prestoea acuminata
25310,Cleomaceae,Cleome,Cleome lanceolata (Mart.& Zucc.) Iltis,lanceolata,NA,(Mart.& Zucc.) Iltis,SINONIMO,108362,Physostemon lanceolatum
131669,Apocynaceae,Oxypetalum,Oxypetalum laxum Malme,laxum,NA,Malme,SINONIMO,4768,Oxypetalum insigne
4798,Apocynaceae,Oxypetalum,Oxypetalum rariflorum Malme,rariflorum,NA,Malme,SINONIMO,4768,Oxypetalum insigne
131122,Apocynaceae,Calostigma,Calostigma insigne Decne.,insigne,NA,Decne.,SINONIMO,4768,Oxypetalum insigne
131165,Apocynaceae,Calostigma,Calostigma guilleminianum Decne.,guilleminianum,NA,Decne.,SINONIMO,4768,Oxypetalum insigne
131118,Apocynaceae,Calostigma,Calostigma baetaeanum Silveira,baetaeanum,NA,Silveira,SINONIMO,4768,Oxypetalum insigne
131654,Apocynaceae,Oxypetalum,Oxypetalum decaisneanum T.Mey,decaisneanum,NA,T.Mey,SINONIMO,4768,Oxypetalum insigne
131645,Apocynaceae,Oxypetalum,Oxypetalum baetaeanum (Silveira) Malme,baetaeanum,NA,(Silveira) Malme,SINONIMO,4768,Oxypetalum insigne
130752,Dennstaedtiaceae,Pteridium,Pteridium arachnoideum (Kaulf.) Maxon subsp. arachnoideum,arachnoideum,arachnoideum,(Kaulf.) Maxon,SINONIMO,606600,Pteridium esculentum
90942,Dennstaedtiaceae,Pteridium,Pteridium arachnoideum (Kaulf.) Maxon,arachnoideum,NA,(Kaulf.) Maxon,SINONIMO,606600,Pteridium esculentum
602779,Dennstaedtiaceae,Pteridium,Pteridium psittacinum (C. Presl) Maxon,psittacinum,NA,(C. Presl) Maxon,SINONIMO,606600,Pteridium esculentum
105050,Poaceae,Briza,Briza rufa (J. Presl) Steud.,rufa,NA,(J. Presl) Steud.,SINONIMO,123558,Chascolytrum rufum
123557,Poaceae,Poidium,Poidium rufum (J. Presl) Matthei,rufum,NA,(J. Presl) Matthei,SINONIMO,123558,Chascolytrum rufum
123568,Poaceae,Lombardochloa,Lombardochloa rufa (J. Presl) Roseng. & Arrill.,rufa,NA,(J. Presl) Roseng. & Arrill.,SINONIMO,123558,Chascolytrum rufum
126359,Convolvulaceae,Convolvulus,Convolvulus ottonis Meisn.,ottonis,NA,Meisn.,SINONIMO,6976,Convolvulus crenatifolius
126360,Convolvulaceae,Convolvulus,Convolvulus truncatus Vell.,truncatus,NA,Vell.,SINONIMO,6976,Convolvulus crenatifolius
138881,Moraceae,Chlorophora,Chlorophora tinctoria (L.) Gaudich. ex B.D. Jackson,tinctoria,NA,(L.) Gaudich. ex B.D. Jackson,SINONIMO,10186,Maclura tinctoria
